Family,Genus,Species,CommonName,GrowthRate,HardinessZones,Height,Width,Type,Leaf,Flower,Ripen,Reproduction,Soils,pH,Preferences,Tolerances,Habitat,HabitatRange,Edibility,Medicinal,OtherUses
Apiaceae or Umbelliferae,Daucus,pusillus,"Rattlesnake Weed, American wild carrot",,"[4, 5, 6, 7, 8]",0.6,0.3,BIENNIAL,,,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",['maritime exposure'],"Barrens, plains and dry hills[43]. Streambanks, roadsides and waste areas in Texas[274].",Western N. America.,(2 of 5),(2 of 5),(0 of 5)
Apiaceae or Umbelliferae,Ferula,assa-foetida,"Asafoetida - Devil's Dung. Hing (Indian), Asafetida",,[],2,1.5,PERENNIAL,,July.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Deserts[74].,W. Asia - Afghanistan to Iran.,(3 of 5),(3 of 5),(2 of 5)
Apiaceae or Umbelliferae,Anthriscus,cerefolium,"Chervil, Garden chervil",,"[6, 7, 8, 9]",0.5,0.3,BIENNIAL,,May to June,June to July,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Hedgebanks, roadsides and waste places[9, 17].",South-eastern Europe. Naturalized in Britain[17].,(3 of 5),(2 of 5),(1 of 5)
Apiaceae or Umbelliferae,Anthriscus,sylvestris,"Cow Parsley, Wild chervil",,"[6, 7, 8, 9]",1.2,0.6,BIENNIAL,,April to June,June to July,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"A very common plant of roadsides, hedges etc[5].","Most of Europe, including Britain, south and east to N. Africa and Siberia.",(2 of 5),(1 of 5),(1 of 5)
Apiaceae or Umbelliferae,Chaerophyllum,bulbosum,Turnip-Rooted Chervil,,"[5, 6, 7, 8, 9]",1.2,,BIENNIAL,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],Fallow fields and water meadows from 1000 - 2100 metres in Turkey[93].,Europe to W. Asia.,(3 of 5),(0 of 5),(0 of 5)
Apiaceae or Umbelliferae,Conopodium,majus,Pignut,,"[6, 7, 8, 9]",0.3,,PERENNIAL,,May to June,July to August,hermaphrodite,"['light', 'medium', 'heavy']",mildly acid and neutral,[],[],"Woods, hedgerows and fields. It is never found on alkaline soils[12].","Europe, including Britain, from Norway to Spain, east to Italy and Corsica.",(3 of 5),(0 of 5),(0 of 5)
Apiaceae or Umbelliferae,Myrrhis,odorata,"Sweet Cicely, Anise",,"[4, 5, 6, 7, 8]",1,1,PERENNIAL,,May to June,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Grassy places, hedges and woods in hilly regions, often near human habitations[4, 9, 17].","Mountainous regions of Europe, including Britain.",(4 of 5),(3 of 5),(3 of 5)
Apiaceae or Umbelliferae,Osmorhiza,longistylis,"Aniseroot, Longstyle sweetroot",,"[5, 6, 7, 8, 9]",1.2,,PERENNIAL,,June to July.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Rich, often alluvial woods and thickets[43]. Woods, often along the sides of streams in Texas[274].","Eastern N. America - Nova Scotia to Ontario, Alabama, Tennessee, Kansas and Colorado.",(3 of 5),(1 of 5),(1 of 5)
Apiaceae or Umbelliferae,Osmorhiza,occidentalis,"Western Sweet-Cicely, Western sweetroot",,"[5, 6, 7, 8, 9]",1,,PERENNIAL,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Shady or partly shady areas, often on slopes and in valleys[60, 85].",Western N. America.,(3 of 5),(2 of 5),(1 of 5)
Apiaceae or Umbelliferae,Angelica,acutiloba,Dong Dang Gui,,"[6, 7, 8, 9]",0.7,,PERENNIAL,,September to October,October to November,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"In the mountains of central. Japan[58, 275].","E. Asia - China, Japan.",(2 of 5),(1 of 5),(0 of 5)
Apiaceae or Umbelliferae,Angelica,archangelica,"Angelica, Norwegian angelica",,"[4, 5, 6, 7, 8]",1.5,0.8,BIENNIAL,,July to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid",[],[],"Moist shady places in Britain[4, 14, 27, 37].",Europe. Naturalized in Britain[17].,(3 of 5),(3 of 5),(2 of 5)
Apiaceae or Umbelliferae,Angelica,atropurpurea,Purplestem Angelica,,"[4, 5, 6, 7, 8]",3,,PERENNIAL,,July to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Rich thickets, bottomlands and swamps[43].","Eastern N. America - Newfoundland to Ontario and Minnesota, south to Delaware, Illinois and Iowa.",(2 of 5),(2 of 5),(0 of 5)
Apiaceae or Umbelliferae,Angelica,gigas,"Giant Angelica, Purple Parsnip, Korean  Angelica",medium,"[4, 5, 6, 7, 8]",1.8,,PERENNIAL,,July to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Grassy places and open woods in the mountains[187]. In grasses, forests or by stream at elevations around 1000 metres[266].","E. Asia - China, Japan.",(2 of 5),(2 of 5),(0 of 5)
Apiaceae or Umbelliferae,Angelica,sinensis,Dang Gui - Dong Quai - Chinese Angelica,,"[6, 7, 8, 9]",1,0.7,PERENNIAL,,August to September,September to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],High ground in cool and damp areas of western and north-western China[165]. Forests[266].,E. Asia - China.,(0 of 5),(5 of 5),(1 of 5)
Apiaceae or Umbelliferae,Arracacia,xanthorrhiza,"Peruvian Parsnip, Arracacha",,[],1,,PERENNIAL,,,,hermaphrodite,['medium'],"mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Cool mountainous districts at elevations of 2000 - 3500 metres[2].,Northern S. America,(4 of 5),(0 of 5),(0 of 5)
Apiaceae or Umbelliferae,Lomatium,cous,"Biscuitroot, Cous biscuitroot",,[],0.1,0.1,PERENNIAL,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Dry often open rocky slopes and flats, often with sagebrush, especially in foothills and lowland, occasionally above the treeline[60].",Western N. America.,(4 of 5),(0 of 5),(1 of 5)
Apiaceae or Umbelliferae,Lomatium,dissectum,"Fernleaf Biscuitroot, Carrotleaf biscuitroot",,[],1.4,,PERENNIAL,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Open, often rocky slopes and dry meadows, often on talus[60].",Western N. America - southwards from Alberta and British Columbia.,(4 of 5),(2 of 5),(2 of 5)
Apiaceae or Umbelliferae,Lomatium,macrocarpum,Bigseed Biscuitroot,,[],0.5,,PERENNIAL,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Open rocky hills and plains, not extending much into the mountains[60].",Western N. America - British Columbia to California.,(4 of 5),(2 of 5),(2 of 5)
Apiaceae or Umbelliferae,Peucedanum,ostruthium,Masterwort,,"[4, 5, 6, 7, 8]",1.2,,PERENNIAL,,June to August.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Woodland, damp fields, river banks and mountain meadows[17, 50].",S. Europe. Naturalized in Britain.,(2 of 5),(2 of 5),(0 of 5)
Apiaceae or Umbelliferae,Peucedanum,palustre,"Marsh Hog's Fennel, Hogfennel",,"[5, 6, 7, 8, 9]",1.5,,BIENNIAL,,July to September.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[],[],"Fens and marshes, usually on calcareous soils[17].","Europe, including Britain, from Scandanavia south and east to Spain, the Altai and Urals.",(1 of 5),(1 of 5),(0 of 5)
Apiaceae or Umbelliferae,Seseli,libanotis,mooncarrot,,"[4, 5, 6, 7, 8]",0.6,,BIENNIAL/PERENNIAL,,July to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Rough bushy or grassy places on chalk hills. Very local in S.E. England[17].,"Europe, excluding the northwest but including Britain, south and east to N. Africa and W. Asia.",(1 of 5),(1 of 5),(0 of 5)
Apiaceae or Umbelliferae,Smyrnium,olusatrum,Alexanders,,"[5, 6, 7, 8, 9]",1.2,0.7,BIENNIAL,,May to June,June to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",['maritime exposure'],"Hedges and waste places, often near the sea[17].",Europe to Asia. Naturalized in Britain[17].,(3 of 5),(1 of 5),(2 of 5)
Apiaceae or Umbelliferae,Heracleum,sphondylium,"Cow Parsnip, Eltrot",,"[4, 5, 6, 7, 8]",1.8,,BIENNIAL/PERENNIAL,,June to September,July to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Moist grassland and ditches, by hedges and in woods[7, 17].","Europe, including Britain, south of latitude 61° to western N. Africa, west and northern Asia.",(3 of 5),(2 of 5),(2 of 5)
Apiaceae or Umbelliferae,Pastinaca,sativa,"Parsnip, Wild parsnip",,"[4, 5, 6, 7, 8]",1,0.3,BIENNIAL,,July to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Roadsides and grassy waste places, especially on chalk and limestone[17].","Europe, including Britain, from Norway south and east to Spain, the Caucasus and Altai.",(4 of 5),(1 of 5),(2 of 5)
Apiaceae or Umbelliferae,Centella,asiatica,"Gotu Kola, Spadeleaf",,[],to,1,evergreen,,July to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Old stone walls and rocky sunny places in lowland hills and especially by the coast in central and southern Japan[58]. Shady, damp and wet places such as paddy fields, and in grass thickets[147, 238].","E. Asia - India, China and Japan. Australia.",(2 of 5),(5 of 5),(1 of 5)
Araliaceae,Aralia,cordata,Udo,,"[4, 5, 6, 7, 8, 9]",1.8,,PERENNIAL,,July to August.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Thickets and thin woods, esp. by streams and ravines, all over Japan[58, 275].","E. Asia - China, Japan, Korea.",(4 of 5),(2 of 5),(0 of 5)
Araliaceae,Aralia,elata,"Japanese Angelica Tree, Angelica Tree",medium,"[4, 5, 6, 7, 8, 9]",6,6,deciduous,,August to September.,,hermaphrodite,"['light', 'medium', 'heavy']",mildly acid and neutral,[' well-drained soil'],[],"Thin woodland and thickets on rich well moistened slopes[74, 109], 900 - 2000 metres in N. Hupeh[109].","E. Asia - China, Japan, Korea.",(3 of 5),(2 of 5),(2 of 5)
Araliaceae,Aralia,nudicaulis,Wild Sarsaparilla,,"[4, 5, 6, 7, 8]",0.4,0.3,PERENNIAL,,June,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Moist, shady, rocky woods[4, 21].","N. America - Newfoundland to Manitoba, south to N. Carolina and Missouri.",(4 of 5),(3 of 5),(3 of 5)
Araliaceae,Aralia,spinosa,"Hercule's Club, Aralia spinosa,  American Angelica Tree, Hercules' Club, Devil's Walking Stick",slow,"[5, 6, 7, 8, 9]",9,,deciduous,,August to September,October to November,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Buffs, rich woods and river banks in deep moist soils[43].","South-eastern N. America - New York to Florida, east to Texas.",(2 of 5),(2 of 5),(2 of 5)
Araliaceae,Panax,ginseng,"Ginseng, Chinese ginseng",,"[5, 6, 7, 8, 9]",0.8,0.7,PERENNIAL,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Mountain forests[165, 178].","E. Asia - China, Korea.",(2 of 5),(5 of 5),(0 of 5)
Araliaceae,Panax,quinquefolius,American Ginseng,slow,"[3, 4, 5, 6, 7]",0.3,0.5,PERENNIAL,,June.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],Rich cool woods[43].,"Eastern N. America - Maine to Georgia, west to Oklahoma and Minnesota.",(1 of 5),(3 of 5),(0 of 5)
Araliaceae,Panax,pseudoginseng,"Ginseng, Japanese ginseng",slow,"[5, 6, 7, 8, 9]",1,0.7,PERENNIAL,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Forests and shrubberies, 2100 - 4300 metres in C. Nepal in the Himalayas[51]. Moist shady places at elevations of 2000 - 3300 metres in Nepal[272].",E. Asia - China to the Himalayas and Burma.,(1 of 5),(3 of 5),(0 of 5)
Araliaceae,Panax,trifolius,"Ground Nut, Dwarf ginseng",,"[3, 4, 5, 6, 7]",0.2,,PERENNIAL,April to June,April.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],Rich woods and damp clearings[43].,"Eastern N. America - Nova Scotia to Pennsylvania, west to Georgia, Indiana, Iowa and Minnesota.",(1 of 5),(2 of 5),(0 of 5)
Araliaceae,Eleutherococcus,senticosus,Siberian Ginseng,slow,"[3, 4, 5, 6, 7]",2,,deciduous,,July.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],['atmospheric pollution'],"Mixed and coniferous mountain forests, forming small undergrowth or groups in thickets and edges. Sometimes found in oak groves at the foot of cliffs, very rarely in high forest riparian woodland[74].","E. Asia - China, Japan, Siberia.",(2 of 5),(5 of 5),(0 of 5)
Araliaceae,Oplopanax,horridus,Devil's Club,,"[4, 5, 6, 7, 8]",2,2,deciduous,,June to August.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],['maritime exposure'],"Moist woods, especially by streams[11, 60] and usually in rich soils[99].",Western N. America.,(2 of 5),(2 of 5),(1 of 5)
Pittosporaceae,Billardiera,longiflora,Appleberry,slow,[],to,,evergreen,,July to September,September to November,hermaphrodite,"['light', 'medium']",mildly acid,[],[],Damp forests and along the sides of streams[260].,"Australia - New South Wales, Tasmania, Victoria",(2 of 5),(0 of 5),(0 of 5)
Pittosporaceae,Billardiera,scandens,Common Appleberry,,[],to,3,evergreen,,,,hermaphrodite,"['light', 'medium']",mildly acid,[],[],"By mountain streams or scrub country in forests, by coasts and on tablelands[154].","Australia - New South Wales, Queensland, South Australia, Tasmania, Victoria.",(2 of 5),(0 of 5),(0 of 5)
Aquifoliaceae,Ilex,coriacea,Large Gallberry,,"[6, 7, 8, 9]",to,,evergreen,,April to May,October,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Low wet areas such as swamps, bays, river floodplains, and by the sides of streams and ponds[229]. Sandy woods and swamps[43].","South-eastern N. America - Florida to Louisiana, north to S.E. Virginia.",(1 of 5),(0 of 5),(0 of 5)
Asteraceae [Compositae],Achillea,ageratum,"Mace, Sweet-nancy",,"[6, 7, 8, 9]",0.6,0.6,PERENNIAL,,July to September,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']","['drought', 'maritime exposure']","The origin of this plant is uncertain, it is possibly a hybrid, A. ptarmica x A. macrocephala[187].",Europe - Greece.,(2 of 5),(0 of 5),(0 of 5)
Asteraceae or Compositae,Achillea,erba-rotta,Musk Milfoil,,"[5, 6, 7, 8, 9]",0.2,,PERENNIAL,,June,July,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],['maritime exposure'],"Rocky slopes, alpine grassland and scree on calcareous soils in the Alps[9, 50].",Europe,(0 of 5),(2 of 5),(0 of 5)
Asteraceae or Compositae,Achillea,millefolium,"Yarrow, Boreal yarrow, California yarrow, Giant yarrow, Coast yarrow, Western yarrow, Pacific yarrow",fast,"[4, 5, 6, 7, 8]",0.6,0.6,PERENNIAL,,June to August,July to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil', 'dry or  moist soil']","['drought', 'maritime exposure']","Meadows, pastures, lawns etc. on all but the poorest soils[17].","Europe, including Britain, north to 71°, and east to western Asia.",(3 of 5),(4 of 5),(4 of 5)
Asteraceae or Compositae,Achillea,ptarmica,"Sneeze-Wort, Sneezeweed",fast,"[3, 4, 5, 6, 7, 8, 9]",0.6,0.6,PERENNIAL,,June to October.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],['maritime exposure'],"Damp meadows, marshes and by streams[17].","Europe, including Britain but excluding the Mediterranean, east to Siberia and W. Asia.",(2 of 5),(1 of 5),(2 of 5)
Asteraceae or Compositae,Achillea,sibirica,Siberian Yarrow,,"[5, 6, 7, 8, 9]",0.5,0.5,PERENNIAL,,July to September,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],['maritime exposure'],"Meadows, gardens, sandy slopes and dry areas[172].","E. Asia - China, Japan. North-western N. America.",(1 of 5),(1 of 5),(0 of 5)
Asteraceae or Compositae,Artemisia,absinthium,"Wormwood, Absinthium.",medium,"[4, 5, 6, 7, 8, 9]",1,0.6,PERENNIAL,,July to August.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil', 'dry or  moist soil']",['drought'],"Waste land, rocks and screes[4, 9, 100].","Temperate regions of Europe and Asia, including Britain, north to Lapland and Siberia.",(1 of 5),(3 of 5),(2 of 5)
